ubigeo,departamento,dom_Geo,provincia,distrito,total_electoral,total_ausentismo,porc_Ausentismo,ord_Ausentismo,dic_Ausentismo,porc_hogares_sin_medios,IDH,alfabetismo,partidoGanador,porc_2_NBI,GINI
060417,Cajamarca,Norte,Chota,Tacabamba,10403.0,2384.0,22.916466,2.0,1.0,96.66,0.547645,76.83747,FUERZA 2011,22.6,0.31
060418,Cajamarca,Norte,Chota,Tocmoche,734.0,148.0,20.163488,2.0,1.0,98.97,0.5640147,85.49075,GANA PERU,15.07,0.31
060419,Cajamarca,Norte,Chota,Chalamarca,6349.0,1191.0,18.75886,2.0,0.0,92.32,0.5379925,73.28797,GANA PERU,24.69,0.29
060501,Cajamarca,Norte,Contumazá,Contumazá,5265.0,1087.0,20.645775,2.0,1.0,70.41,0.56460446,87.230064,PERU POSIBLE,16.34,0.33
060502,Cajamarca,Norte,Contumazá,Chilete,2430.0,414.0,17.037037,1.0,0.0,69.92,0.61332273,92.64965,FUERZA 2011,6.73,0.33
060503,Cajamarca,Norte,Contumazá,Cupisnique,1104.0,236.0,21.376812,2.0,1.0,97.1,0.5717634,94.067795,FUERZA 2011,11.35,0.28
060504,Cajamarca,Norte,Contumazá,Guzmango,1657.0,256.0,15.449608,1.0,0.0,98.73,0.5531937,84.7009,FUERZA 2011,16.35,0.28
060505,Cajamarca,Norte,Contumazá,San Benito,2061.0,343.0,16.642406,1.0,0.0,87.21,0.5858102,92.16842,FUERZA 2011,12.57,0.31
060506,Cajamarca,Norte,Contumazá,Santa Cruz de Toledo,839.0,145.0,17.282478,1.0,0.0,94.6,0.5414844,83.31035,FUERZA 2011,12.7,0.28
060507,Cajamarca,Norte,Contumazá,Tantarica,1873.0,379.0,20.234917,2.0,1.0,85.76,0.5788971,91.542,FUERZA 2011,14.1,0.33
060508,Cajamarca,Norte,Contumazá,Yonán,5080.0,717.0,14.114173,1.0,0.0,58.4,0.62314206,92.87234,FUERZA 2011,2.62,0.33
060601,Cajamarca,Norte,Cutervo,Cutervo,33154.0,6135.0,18.504555,2.0,0.0,83.11,0.55715764,77.69257,FUERZA 2011,15.27,0.33
060602,Cajamarca,Norte,Cutervo,Callayuc,5459.0,1779.0,32.588387,3.0,1.0,99.46,0.53467935,78.83817,PERU POSIBLE,32.99,0.29
060603,Cajamarca,Norte,Cutervo,Choros,2293.0,877.0,38.246838,3.0,1.0,97.56,0.5691174,85.004555,GANA PERU,33.72,0.3
060604,Cajamarca,Norte,Cutervo,Cujillo,1715.0,499.0,29.09621,3.0,1.0,92.7,0.5702071,88.69464,PERU POSIBLE,24.44,0.31
060605,Cajamarca,Norte,Cutervo,La Ramada,2617.0,707.0,27.015667,3.0,1.0,98.9,0.56028146,83.72344,PERU POSIBLE,27.73,0.29
060606,Cajamarca,Norte,Cutervo,Pimpingos,3639.0,1116.0,30.667767,3.0,1.0,99.72,0.5541296,81.01852,PERU POSIBLE,32.32,0.3
060607,Cajamarca,Norte,Cutervo,Querocotillo,7866.0,2581.0,32.812103,3.0,1.0,98.94,0.5577419,82.88382,PERU POSIBLE,30.64,0.29
060608,Cajamarca,Norte,Cutervo,San Andres de Cutervo,3129.0,816.0,26.078619,3.0,1.0,98.26,0.5713959,85.65284,PERU POSIBLE,36.43,0.31
060609,Cajamarca,Norte,Cutervo,San Juan de Cutervo,1518.0,511.0,33.662716,3.0,1.0,99.14,0.5598818,82.881485,PERU POSIBLE,26.61,0.29
060610,Cajamarca,Norte,Cutervo,San Luis de Lucma,2353.0,533.0,22.651934,2.0,1.0,89.58,0.560765,80.79119,PERU POSIBLE,35.72,0.32
060611,Cajamarca,Norte,Cutervo,Santa Cruz,2108.0,722.0,34.250473,3.0,1.0,99.59,0.545166,78.18563,PERU POSIBLE,41.71,0.31
060612,Cajamarca,Norte,Cutervo,Santo Domingo de la Capilla,3710.0,1026.0,27.654987,3.0,1.0,99.92,0.5379806,75.207115,PERU POSIBLE,29.27,0.29
060613,Cajamarca,Norte,Cutervo,Santo Tomás,4492.0,1093.0,24.332146,3.0,1.0,94.64,0.56183225,82.10927,PERU POSIBLE,36.02,0.32
060614,Cajamarca,Norte,Cutervo,Socota,6534.0,1482.0,22.681358,2.0,1.0,89.91,0.5546186,80.45056,FUERZA 2011,33.02,0.33
060615,Cajamarca,Norte,Cutervo,Toribio Casanova,962.0,213.0,22.141373,2.0,1.0,98.08,0.5688989,83.535355,PERU POSIBLE,24.93,0.29
060701,Cajamarca,Norte,Hualgayoc,Bambamarca,48413.0,8957.0,18.501228,2.0,0.0,84.42,0.5329436,69.83217,GANA PERU,9.8,0.31
060702,Cajamarca,Norte,Hualgayoc,Chugur,1954.0,438.0,22.415558,2.0,1.0,78.22,0.5713524,83.501686,GANA PERU,52.32,0.3
060703,Cajamarca,Norte,Hualgayoc,Hualgayoc,10625.0,2026.0,19.068235,2.0,0.0,86.62,0.53502434,75.353485,PERU POSIBLE,22.93,0.3
060801,Cajamarca,Norte,Jaén,Jaén,64298.0,13002.0,20.221468,2.0,1.0,51.33,0.6200118,92.47506,GANA PERU,6.76,0.36
060802,Cajamarca,Norte,Jaén,Bellavista,9498.0,2011.0,21.172878,2.0,1.0,82.55,0.58477366,88.978134,GANA PERU,12.66,0.33
060803,Cajamarca,Norte,Jaén,Chontali,6372.0,1602.0,25.141243,3.0,1.0,99.58,0.5560771,83.4449,GANA PERU,27.52,0.31
060804,Cajamarca,Norte,Jaén,Colasay,6772.0,2054.0,30.330774,3.0,1.0,99.17,0.55841273,84.98001,GANA PERU,21.27,0.31
060805,Cajamarca,Norte,Jaén,Huabal,5489.0,1408.0,25.651302,3.0,1.0,94.32,0.5441592,81.17519,GANA PERU,23.2,0.29
060806,Cajamarca,Norte,Jaén,Las Pirias,3535.0,614.0,17.369165,1.0,0.0,86.04,0.54177696,79.61761,GANA PERU,17.21,0.31
060807,Cajamarca,Norte,Jaén,Pomahuaca,5027.0,1022.0,20.330217,2.0,1.0,99.49,0.54311746,79.27451,GANA PERU,25.51,0.33
060808,Cajamarca,Norte,Jaén,Pucará,5713.0,1212.0,21.214773,2.0,1.0,98.54,0.5871262,87.57576,GANA PERU,11.32,0.35
060809,Cajamarca,Norte,Jaén,Sallique,3887.0,822.0,21.147415,2.0,1.0,99.57,0.53096163,73.711586,GANA PERU,31.25,0.3
060810,Cajamarca,Norte,Jaén,San Felipe,3021.0,542.0,17.941078,1.0,0.0,99.46,0.5449145,81.25,GANA PERU,25.44,0.3
060811,Cajamarca,Norte,Jaén,San José del Alto,4884.0,1389.0,28.439804,3.0,1.0,98.18,0.558915,85.63894,GANA PERU,23.83,0.29
060812,Cajamarca,Norte,Jaén,Santa Rosa,6641.0,1610.0,24.243338,3.0,1.0,88.66,0.56596076,87.102585,GANA PERU,29.68,0.31
060901,Cajamarca,Norte,San Ignacio,San Ignacio,20578.0,3747.0,18.208767,2.0,0.0,74.2,0.5791784,86.635216,GANA PERU,13.63,0.36
060902,Cajamarca,Norte,San Ignacio,Chirinos,7593.0,1363.0,17.950745,1.0,0.0,80.07,0.56477714,86.72145,GANA PERU,18.13,0.31
060903,Cajamarca,Norte,San Ignacio,Huarango,11517.0,2717.0,23.591213,2.0,1.0,92.06,0.5593249,84.23819,GANA PERU,35.99,0.31
060904,Cajamarca,Norte,San Ignacio,La Coipa,10616.0,1792.0,16.88018,1.0,0.0,90.15,0.55602264,83.54018,GANA PERU,16.51,0.3
060905,Cajamarca,Norte,San Ignacio,Namballe,4439.0,789.0,17.774273,1.0,0.0,94.66,0.56697166,88.58807,GANA PERU,25.22,0.31
060906,Cajamarca,Norte,San Ignacio,San José de Lourdes,9404.0,2027.0,21.554657,2.0,1.0,84.13,0.56023145,86.14091,GANA PERU,28.21,0.31
060907,Cajamarca,Norte,San Ignacio,Tabaconas,8948.0,1598.0,17.85874,1.0,0.0,99.48,0.5487555,82.55558,GANA PERU,27.82,0.28
061001,Cajamarca,Norte,San Marcos,Pedro Gálvez,12312.0,2103.0,17.080896,1.0,0.0,77.6,0.5587239,86.18946,FUERZA 2011,5.67,0.32
061002,Cajamarca,Norte,San Marcos,Chancay,2149.0,343.0,15.960912,1.0,0.0,94.87,0.5052595,75.62791,FUERZA 2011,8.45,0.29
061003,Cajamarca,Norte,San Marcos,Eduardo Villanueva,1863.0,305.0,16.371445,1.0,0.0,72.4,0.5533856,86.4127,FUERZA 2011,6.23,0.31
061004,Cajamarca,Norte,San Marcos,Gregorio Pita,4129.0,808.0,19.568903,2.0,0.0,98.66,0.5120027,74.70588,FUERZA 2011,15.71,0.28
061005,Cajamarca,Norte,San Marcos,Ichocán,1735.0,358.0,20.634007,2.0,1.0,79.97,0.53863287,84.59079,FUERZA 2011,5.72,0.31
061006,Cajamarca,Norte,San Marcos,José Manuel Quiróz,2616.0,404.0,15.443425,1.0,0.0,99.32,0.5081502,72.584854,FUERZA 2011,10.15,0.27
061007,Cajamarca,Norte,San Marcos,José Sabogal,7427.0,1197.0,16.11687,1.0,0.0,99.73,0.4786566,68.457695,FUERZA 2011,29.34,0.27
061101,Cajamarca,Norte,San Miguel,San Miguel,8552.0,1706.0,19.94855,2.0,0.0,82.56,0.5692198,83.49968,FUERZA 2011,11.81,0.31
061102,Cajamarca,Norte,San Miguel,Bolívar,1123.0,235.0,20.92609,2.0,1.0,96.57,0.5685156,91.61777,FUERZA 2011,16.16,0.29
061103,Cajamarca,Norte,San Miguel,Calquis,2934.0,465.0,15.848671,1.0,0.0,96.21,0.5510379,80.54422,GANA PERU,19.96,0.27
061104,Cajamarca,Norte,San Miguel,Catilluc,2168.0,314.0,14.483395,1.0,0.0,98.11,0.5523137,81.96429,GANA PERU,15.92,0.28
061105,Cajamarca,Norte,San Miguel,El Prado,2715.0,579.0,21.325968,2.0,1.0,99.07,0.56783897,85.97997,FUERZA 2011,11.34,0.27
061106,Cajamarca,Norte,San Miguel,La Florida,2396.0,641.0,26.752922,3.0,1.0,98.61,0.58175856,87.9845,GANA PERU,7.23,0.29
061107,Cajamarca,Norte,San Miguel,Llapa,3724.0,636.0,17.078411,1.0,0.0,80.07,0.55270076,79.06108,GANA PERU,13.76,0.3
061108,Cajamarca,Norte,San Miguel,Nanchoc,922.0,160.0,17.353579,1.0,0.0,85.87,0.59479874,91.343285,FUERZA 2011,11.73,0.29
061109,Cajamarca,Norte,San Miguel,Niepos,2838.0,843.0,29.704018,3.0,1.0,98.33,0.5704748,86.578514,FUERZA 2011,14.46,0.3
061110,Cajamarca,Norte,San Miguel,San Gregorio,1549.0,345.0,22.272434,2.0,1.0,95.31,0.5744472,87.663445,FUERZA 2011,9.94,0.29
061111,Cajamarca,Norte,San Miguel,San Silvestre de Cochán,3008.0,448.0,14.893617,1.0,0.0,80.21,0.55819124,83.83308,FUERZA 2011,19.46,0.29
061112,Cajamarca,Norte,San Miguel,Tongod,1822.0,332.0,18.221735,2.0,0.0,99.46,0.56138206,83.52371,GANA PERU,28.17,0.27
061113,Cajamarca,Norte,San Miguel,Unión Agua Blanca,1999.0,486.0,24.312157,3.0,1.0,96.54,0.5592841,84.486206,FUERZA 2011,12.59,0.27
061201,Cajamarca,Norte,San Pablo,San Pablo,9481.0,1429.0,15.072249,1.0,0.0,84.45,0.5323418,80.74634,FUERZA 2011,11.05,0.32
061202,Cajamarca,Norte,San Pablo,San Bernardino,2744.0,499.0,18.185131,2.0,0.0,93.97,0.5176507,78.93533,FUERZA 2011,14.07,0.29
061203,Cajamarca,Norte,San Pablo,San Luis,1150.0,194.0,16.869566,1.0,0.0,92.29,0.5321281,82.19316,FUERZA 2011,10.37,0.29
061204,Cajamarca,Norte,San Pablo,Tumbadén,2483.0,263.0,10.592026,0.0,0.0,77.38,0.51595294,79.44613,FUERZA 2011,20.12,0.28
061301,Cajamarca,Norte,Santa Cruz,Santa Cruz,5978.0,1327.0,22.19806,2.0,1.0,74.55,0.5905701,88.29431,PERU POSIBLE,10.56,0.36
061302,Cajamarca,Norte,Santa Cruz,Andabamba,1281.0,406.0,31.693989,3.0,1.0,94.34,0.57033753,82.80851,FUERZA 2011,15.16,0.29
061303,Cajamarca,Norte,Santa Cruz,Catache,5338.0,1781.0,33.364555,3.0,1.0,93.43,0.564317,84.11505,GANA PERU,29.37,0.3
061304,Cajamarca,Norte,Santa Cruz,Chancaybaños,2698.0,635.0,23.535952,2.0,1.0,92.69,0.5539279,77.617325,PERU POSIBLE,49.4,0.31
061305,Cajamarca,Norte,Santa Cruz,La Esperanza,1977.0,547.0,27.668184,3.0,1.0,94.02,0.5476247,74.31887,FUERZA 2011,27.96,0.29
061306,Cajamarca,Norte,Santa Cruz,Ninabamba,1913.0,573.0,29.952953,3.0,1.0,98.06,0.564495,80.06073,PERU POSIBLE,45.69,0.31
061307,Cajamarca,Norte,Santa Cruz,Pulán,3176.0,868.0,27.329975,3.0,1.0,92.22,0.5705866,86.599556,GANA PERU,11.6,0.3
061308,Cajamarca,Norte,Santa Cruz,Saucepampa,1491.0,398.0,26.693495,3.0,1.0,92.54,0.55960935,80.54475,PERU POSIBLE,17.59,0.28
061309,Cajamarca,Norte,Santa Cruz,Sexi,365.0,139.0,38.08219,3.0,1.0,99.18,0.5807422,94.07008,FUERZA 2011,25.41,0.3
061310,Cajamarca,Norte,Santa Cruz,Uticyacu,1123.0,311.0,27.693678,3.0,1.0,93.28,0.5617463,80.541016,GANA PERU,53.98,0.3
061311,Cajamarca,Norte,Santa Cruz,Yauyucán,2272.0,565.0,24.867958,3.0,1.0,95.76,0.5462144,76.91562,GANA PERU,22.26,0.29
070101,Callao,Lima y Callao,Callao,Callao,316932.0,39781.0,12.551904,1.0,0.0,17.09,0.6800587,98.44863,ALIANZA POR EL GRAN CAMBIO,2.72,0.27
070102,Callao,Lima y Callao,Callao,Bellavista,66861.0,8883.0,13.285772,1.0,0.0,6.85,0.7129179,99.36553,ALIANZA POR EL GRAN CAMBIO,0.32,0.28
070103,Callao,Lima y Callao,Callao,Carmen de la Legua Reynoso,37719.0,4228.0,11.209205,0.0,0.0,17.69,0.6774629,97.91048,ALIANZA POR EL GRAN CAMBIO,0.85,0.26
070104,Callao,Lima y Callao,Callao,La Perla,53620.0,6890.0,12.849683,1.0,0.0,7.19,0.7166074,99.42972,ALIANZA POR EL GRAN CAMBIO,0.38,0.27
070105,Callao,Lima y Callao,Callao,La Punta,7550.0,1245.0,16.490067,1.0,0.0,2.08,0.7483288,99.78184,ALIANZA POR EL GRAN CAMBIO,0.0,0.26
070106,Callao,Lima y Callao,Callao,Ventanilla,167214.0,19417.0,11.612066,0.0,0.0,27.04,0.66338897,97.92633,FUERZA 2011,8.87,0.28
080101,Cusco,Sur,Cusco,Cusco,86043.0,12503.0,14.531107,1.0,0.0,24.67,0.65345746,96.569534,GANA PERU,1.57,0.34
080102,Cusco,Sur,Cusco,Ccorca,1691.0,189.0,11.176819,0.0,0.0,99.27,0.5150349,62.237762,GANA PERU,27.34,0.28
080103,Cusco,Sur,Cusco,Poroy,2483.0,272.0,10.954491,0.0,0.0,57.93,0.59680015,88.82353,GANA PERU,13.15,0.32
080104,Cusco,Sur,Cusco,San Jerónimo,19704.0,2426.0,12.312221,1.0,0.0,31.52,0.6481366,95.256096,GANA PERU,4.08,0.35
080105,Cusco,Sur,Cusco,San Sebastián,45434.0,5857.0,12.891227,1.0,0.0,29.42,0.6504881,96.115654,GANA PERU,2.88,0.35
080106,Cusco,Sur,Cusco,Santiago,63296.0,9280.0,14.661274,1.0,0.0,34.03,0.6382137,95.0384,GANA PERU,3.66,0.34
080107,Cusco,Sur,Cusco,Saylla,1587.0,178.0,11.216131,0.0,0.0,44.67,0.61558735,93.11721,GANA PERU,8.79,0.34
080108,Cusco,Sur,Cusco,Wanchaq,51278.0,7499.0,14.624206,1.0,0.0,19.47,0.6768739,98.8836,ALIANZA POR EL GRAN CAMBIO,0.34,0.3
080201,Cusco,Sur,Acomayo,Acomayo,3031.0,526.0,17.354008,1.0,0.0,98.79,0.5244592,77.267006,GANA PERU,22.91,0.4
080202,Cusco,Sur,Acomayo,Acopia,1623.0,230.0,14.171288,1.0,0.0,98.22,0.51606435,75.20557,GANA PERU,9.04,0.21
080203,Cusco,Sur,Acomayo,Acos,1253.0,216.0,17.238626,1.0,0.0,99.36,0.50652695,72.470146,GANA PERU,11.49,0.38
080204,Cusco,Sur,Acomayo,Mosoc Llacta,753.0,90.0,11.952191,0.0,0.0,91.41,0.5163219,76.86441,GANA PERU,17.77,0.33
080205,Cusco,Sur,Acomayo,Pomacanchi,4268.0,716.0,16.776007,1.0,0.0,99.01,0.51133037,74.47034,GANA PERU,17.64,0.35
080206,Cusco,Sur,Acomayo,Rondocán,1785.0,303.0,16.97479,1.0,0.0,98.95,0.4947137,71.73303,GANA PERU,16.05,0.31
080207,Cusco,Sur,Acomayo,Sangarará,2058.0,425.0,20.651117,2.0,1.0,96.25,0.5196416,74.38704,GANA PERU,15.27,0.34
080301,Cusco,Sur,Anta,Anta,12141.0,1878.0,15.468248,1.0,0.0,70.14,0.5827062,84.57185,GANA PERU,11.51,0.33
080302,Cusco,Sur,Anta,Ancahuasi,4201.0,600.0,14.282313,1.0,0.0,85.88,0.55359024,78.30257,GANA PERU,21.81,0.29
080303,Cusco,Sur,Anta,Cachimayo,1393.0,143.0,10.265614,0.0,0.0,50.59,0.59974205,89.71223,GANA PERU,8.01,0.33
080304,Cusco,Sur,Anta,Chinchaypujio,3326.0,555.0,16.68671,1.0,0.0,98.7,0.5310275,71.30219,GANA PERU,28.68,0.29
080305,Cusco,Sur,Anta,Huarocondo,3737.0,624.0,16.697886,1.0,0.0,87.46,0.5591949,76.76681,GANA PERU,21.72,0.29
080306,Cusco,Sur,Anta,Limatambo,4924.0,772.0,15.67831,1.0,0.0,98.14,0.56040686,79.65458,GANA PERU,21.43,0.32
080307,Cusco,Sur,Anta,Mollepata,2114.0,403.0,19.063387,2.0,0.0,68.56,0.5642869,78.26087,GANA PERU,14.6,0.33
080308,Cusco,Sur,Anta,Pucyura,1970.0,254.0,12.893401,1.0,0.0,81.81,0.57987076,85.57692,GANA PERU,16.8,0.34
080309,Cusco,Sur,Anta,Zurite,2591.0,409.0,15.785411,1.0,0.0,66.16,0.57890487,85.36683,GANA PERU,8.57,0.32
080401,Cusco,Sur,Calca,Calca,13860.0,2422.0,17.474747,1.0,0.0,71.53,0.5734776,82.66591,GANA PERU,18.6,0.38
080402,Cusco,Sur,Calca,Coya,2284.0,304.0,13.309982,1.0,0.0,86.47,0.54481965,75.677895,GANA PERU,20.94,0.36
080403,Cusco,Sur,Calca,Lamay,3493.0,479.0,13.7131405,1.0,0.0,90.35,0.524274,70.90795,GANA PERU,17.21,0.38
080404,Cusco,Sur,Calca,Lares,3973.0,851.0,21.419582,2.0,1.0,99.06,0.5105994,68.29763,GANA PERU,59.12,0.3
080405,Cusco,Sur,Calca,Pisac,5854.0,855.0,14.605398,1.0,0.0,78.95,0.56217545,80.98449,GANA PERU,15.4,0.37
080406,Cusco,Sur,Calca,San Salvador,3019.0,371.0,12.288837,1.0,0.0,99.46,0.5164321,64.55616,GANA PERU,25.43,0.34
080407,Cusco,Sur,Calca,Taray,2723.0,342.0,12.559677,1.0,0.0,82.39,0.5595031,79.508194,GANA PERU,8.04,0.29
080408,Cusco,Sur,Calca,Yanatile,6437.0,1578.0,24.514524,3.0,1.0,98.99,0.5614543,82.09404,GANA PERU,21.91,0.28
080501,Cusco,Sur,Canas,Yanaoca,6353.0,1042.0,16.4017,1.0,0.0,83.34,0.52932155,80.59115,GANA PERU,9.15,0.35
080502,Cusco,Sur,Canas,Checca,3666.0,581.0,15.848336,1.0,0.0,98.92,0.5032243,76.44368,GANA PERU,21.86,0.28
080503,Cusco,Sur,Canas,Kunturkanki,3896.0,701.0,17.992813,1.0,0.0,98.78,0.5240215,79.0003,GANA PERU,22.15,0.35
080504,Cusco,Sur,Canas,Langui,1916.0,295.0,15.39666,1.0,0.0,82.29,0.5322921,82.281555,GANA PERU,10.9,0.36
080505,Cusco,Sur,Canas,Layo,3758.0,571.0,15.194252,1.0,0.0,82.3,0.52449536,81.00712,GANA PERU,12.03,0.31
080506,Cusco,Sur,Canas,Pampamarca,1188.0,173.0,14.562289,1.0,0.0,94.35,0.5252297,79.45946,GANA PERU,11.86,0.36
080507,Cusco,Sur,Canas,Quehue,1985.0,356.0,17.93451,1.0,0.0,96.61,0.5187332,79.71772,GANA PERU,11.74,0.35
080508,Cusco,Sur,Canas,Túpac Amaru,2144.0,325.0,15.158582,1.0,0.0,95.77,0.5125109,75.17654,GANA PERU,14.07,0.32
080601,Cusco,Sur,Canchis,Sicuani,38589.0,6378.0,16.528027,1.0,0.0,57.25,0.58900076,88.37997,GANA PERU,4.85,0.36
080602,Cusco,Sur,Canchis,Checacupe,3271.0,475.0,14.521553,1.0,0.0,95.88,0.54152733,77.94774,GANA PERU,18.25,0.33
080603,Cusco,Sur,Canchis,Combapata,3244.0,542.0,16.707767,1.0,0.0,96.59,0.546247,80.28381,GANA PERU,9.19,0.35
080604,Cusco,Sur,Canchis,Marangani,7547.0,1172.0,15.529349,1.0,0.0,83.57,0.5479971,79.21652,GANA PERU,13.3,0.31
080605,Cusco,Sur,Canchis,Pitumarca,4446.0,746.0,16.779127,1.0,0.0,99.19,0.506773,65.35649,GANA PERU,28.04,0.3
080606,Cusco,Sur,Canchis,San Pablo,3602.0,657.0,18.239866,2.0,0.0,82.71,0.5388923,76.866356,GANA PERU,10.15,0.32
080607,Cusco,Sur,Canchis,San Pedro,2268.0,353.0,15.564374,1.0,0.0,60.42,0.5518072,82.27612,GANA PERU,6.25,0.3
080608,Cusco,Sur,Canchis,Tinta,3998.0,653.0,16.333166,1.0,0.0,69.68,0.5639328,81.294395,GANA PERU,4.92,0.34
080701,Cusco,Sur,Chumbivilcas,Santo Tomás,13720.0,3128.0,22.798834,2.0,1.0,87.78,0.53388447,75.92489,GANA PERU,25.47,0.33
080702,Cusco,Sur,Chumbivilcas,Capacmarca,2624.0,513.0,19.550304,2.0,0.0,99.6,0.50500405,64.85788,GANA PERU,29.03,0.3
080703,Cusco,Sur,Chumbivilcas,Chamaca,3551.0,550.0,15.488595,1.0,0.0,93.45,0.52647877,77.246315,GANA PERU,16.9,0.3
080704,Cusco,Sur,Chumbivilcas,Colquemarca,5108.0,828.0,16.209867,1.0,0.0,98.77,0.52331585,73.3503,GANA PERU,11.95,0.32
080705,Cusco,Sur,Chumbivilcas,Livitaca,5614.0,907.0,16.156038,1.0,0.0,99.12,0.5240882,75.15963,GANA PERU,23.98,0.3
080706,Cusco,Sur,Chumbivilcas,Llusco,3371.0,738.0,21.892614,2.0,1.0,96.94,0.5062414,66.2237,GANA PERU,52.22,0.28
080707,Cusco,Sur,Chumbivilcas,Quiñota,2448.0,462.0,18.87255,2.0,0.0,98.14,0.5085133,69.70601,GANA PERU,38.66,0.31
080708,Cusco,Sur,Chumbivilcas,Velille,4952.0,964.0,19.466883,2.0,0.0,98.15,0.53773445,77.85714,GANA PERU,24.84,0.34
080801,Cusco,Sur,Espinar,Espinar,17873.0,3092.0,17.299837,1.0,0.0,57.39,0.58946574,90.80154,GANA PERU,5.83,0.36
080802,Cusco,Sur,Espinar,Condoroma,764.0,121.0,15.837696,1.0,0.0,98.94,0.5701212,89.22889,GANA PERU,48.15,0.33
080803,Cusco,Sur,Espinar,Coporaque,8231.0,1380.0,16.765884,1.0,0.0,95.85,0.5349401,78.329575,GANA PERU,20.88,0.28
080804,Cusco,Sur,Espinar,Ocoruro,1146.0,253.0,22.076788,2.0,1.0,99.6,0.5500557,83.62522,GANA PERU,30.63,0.3
080805,Cusco,Sur,Espinar,Pallpata,4148.0,714.0,17.213116,1.0,0.0,95.02,0.55286413,84.38907,GANA PERU,14.21,0.34
080806,Cusco,Sur,Espinar,Pichigua,2993.0,513.0,17.139994,1.0,0.0,96.04,0.53164965,85.145485,GANA PERU,12.74,0.32
080807,Cusco,Sur,Espinar,Suyckutambo,2240.0,450.0,20.089285,2.0,1.0,96.51,0.5263511,77.29412,GANA PERU,26.21,0.3
080808,Cusco,Sur,Espinar,Alto Pichigua,1918.0,282.0,14.702815,1.0,0.0,91.09,0.5417767,77.79164,GANA PERU,18.11,0.31
080901,Cusco,Sur,La Convención,Santa Ana,26688.0,5597.0,20.971972,2.0,1.0,51.91,0.62914926,93.48916,GANA PERU,2.7,0.3
080902,Cusco,Sur,La Convención,Echarate,27668.0,8794.0,31.78401,3.0,1.0,94.55,0.56429595,85.461525,GANA PERU,25.29,0.3
080903,Cusco,Sur,La Convención,Huayopata,4277.0,869.0,20.31798,2.0,1.0,99.53,0.5887293,84.59732,GANA PERU,8.67,0.29
080904,Cusco,Sur,La Convención,Maranura,5376.0,1133.0,21.07515,2.0,1.0,96.45,0.58484507,83.419365,GANA PERU,6.27,0.26
080905,Cusco,Sur,La Convención,Ocobamba,3489.0,883.0,25.308111,3.0,1.0,99.28,0.5566951,80.10372,GANA PERU,24.67,0.27
080906,Cusco,Sur,La Convención,Quellouno,7722.0,1845.0,23.892775,2.0,1.0,98.28,0.5656243,84.81628,GANA PERU,26.6,0.28
080907,Cusco,Sur,La Convención,Quimbirí,9616.0,1811.0,18.833195,2.0,0.0,65.47,0.55685824,82.45108,GANA PERU,50.44,0.3
080908,Cusco,Sur,La Convención,Santa Teresa,5031.0,1405.0,27.926853,3.0,1.0,99.33,0.5727833,84.47116,GANA PERU,18.72,0.28
080909,Cusco,Sur,La Convención,Vilcabamba,9682.0,3221.0,33.26792,3.0,1.0,98.74,0.5587045,84.11089,GANA PERU,22.76,0.3
080910,Cusco,Sur,La Convención,Pichari,9136.0,1684.0,18.432575,2.0,0.0,67.64,0.5636788,85.72034,GANA PERU,37.84,0.3
081001,Cusco,Sur,Paruro,Paruro,2164.0,360.0,16.63586,1.0,0.0,82.85,0.54243946,81.59292,GANA PERU,9.45,0.38
081002,Cusco,Sur,Paruro,Accha,2066.0,322.0,15.585672,1.0,0.0,99.5,0.5231609,77.68559,GANA PERU,24.4,0.35
081003,Cusco,Sur,Paruro,Ccapi,2310.0,436.0,18.874458,2.0,0.0,99.53,0.5016269,72.41075,GANA PERU,20.7,0.3
081004,Cusco,Sur,Paruro,Colcha,837.0,202.0,24.133812,3.0,1.0,97.58,0.5330422,78.24176,GANA PERU,5.25,0.33
081005,Cusco,Sur,Paruro,Huanoquite,3201.0,336.0,10.496719,0.0,0.0,99.31,0.498244,67.672806,GANA PERU,24.19,0.3
081006,Cusco,Sur,Paruro,Omacha,3045.0,659.0,21.642036,2.0,1.0,98.29,0.49800742,68.40909,GANA PERU,30.54,0.28
081007,Cusco,Sur,Paruro,Paccaritambo,1658.0,259.0,15.62123,1.0,0.0,96.42,0.494255,64.36513,GANA PERU,9.02,0.28
081008,Cusco,Sur,Paruro,Pillpinto,947.0,202.0,21.330517,2.0,1.0,99.3,0.503127,69.84293,GANA PERU,7.98,0.29
081009,Cusco,Sur,Paruro,Yaurisque,1798.0,173.0,9.621802,0.0,0.0,99.4,0.5151713,74.45122,GANA PERU,18.56,0.3
081101,Cusco,Sur,Paucartambo,Paucartambo,7642.0,1087.0,14.224025,1.0,0.0,94.09,0.48145136,62.918556,GANA PERU,31.53,0.33
081102,Cusco,Sur,Paucartambo,Caicay,1577.0,175.0,11.097019,0.0,0.0,97.33,0.49725902,68.77888,GANA PERU,27.19,0.35
081103,Cusco,Sur,Paucartambo,Challabamba,4763.0,949.0,19.924417,2.0,0.0,98.73,0.4831822,64.943695,GANA PERU,51.23,0.33
081104,Cusco,Sur,Paucartambo,Colquepata,5202.0,588.0,11.303345,0.0,0.0,99.33,0.46433294,64.46907,GANA PERU,22.27,0.29
